geo.name,indicator.name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
United States,Child mortality (under age five),usa,u5mr,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,329.04,322.4,315.87,309.38,304.05,297.7,291.41,285.21,279.06,274,267.97,264,260.02,257.1,253.19,249.28,246.37,242.47,238.58,234.69,231.7,227.8,216.59,215.43,224.23,217.53,218.96,217.67,202.16,193.91,202.16,187.93,181.6,186.19,176.62,172.1,179.04,180.24,239.32,168.84,167.64,145.53,145.92,150.11,139.696,130.005,120.985,112.592,104.781,97.512,90.747,84.451,78.592,73.14,79.74,75.35,75.98,73.63,69.58,62.93,61.91,60.39,54.77,53.73,50.35,48.26,46.68,42.83,39.76,39.69,37.7,36.6,35.6,34.7,33.8,33,32.3,31.7,31.2,30.6,30.1,29.5,28.9,28.3,27.7,27.1,26.4,25.7,24.9,24.1,23.3,22.4,21.5,20.6,19.7,18.8,17.9,17.1,16.3,15.6,15,14.4,13.9,13.4,13,12.7,12.4,12.1,11.9,11.6,11.2,10.9,10.5,10.1,9.8,9.5,9.2,8.9,8.7,8.6,8.4,8.3,8.2,8.1,8.1,8,7.9,7.8,7.6,7.5,7.3,7.2,7,6.9,6.8,6.6,6.5,6.234,6.056,5.883,5.715,5.554,5.397,5.247,5.103,4.964,4.831,4.702,4.578,4.459,4.342,4.229,4.119,4.013,3.91,3.81,3.713,3.618,3.527,3.44,3.356,3.274,3.196,3.12,3.047,2.977,2.91,2.845,2.784,2.725,2.668,2.615,2.562,2.511,2.463,2.416,2.371,2.327,2.285,2.244,2.205,2.166,2.128,2.091,2.054,2.018,1.983,1.948,1.915,1.883,1.851,1.821,1.791,1.761,1.731,1.703,1.673,1.645,1.618,1.589,1.563,1.536,1.51,1.484,1.459,1.435,1.41,1.386,1.362,1.339,1.314,1.291,1.269,1.246,1.224,1.203,1.182,1.162,1.142,1.123,1.123
Uruguay,Child mortality (under age five),ury,u5mr,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.96,405.95,405.92,405.86,405.75,405.59,405.37,405.09,404.74,404.32,403.85,403.31,402.7,402.04,401.31,400.51,399.67,398.78,397.86,363.72,332.51,303.978,277.894,254.049,232.249,212.321,194.102,177.446,162.22,138.36,156.65,164.08,177.18,136.56,160.37,149.27,136.56,149.27,167.152,146.256,134.93,139.72,149.906,131.552,138.025,142.736,112.963,119.19,113.695,130.038,104.584,85.363,82.056,78.876,91.854,76.803,63.625,61.408,61.092,60.416,59.652,58.8,60.6,62.3,63.8,64.7,64.7,64,62.6,61,59.6,58.6,58,57.6,57.2,56.4,55.3,54.3,53.6,53.6,54.2,55.1,55.4,54.5,52.3,48.7,44.3,40,36.2,33.2,31.1,29.8,28.7,27.5,26.3,25.2,24.2,23.4,22.8,22.3,21.9,21.4,20.8,20.1,19.2,18.4,17.6,17,16.6,16.2,15.8,15.2,14.4,13.6,12.7,11.8,11.1,10.6,10.2,9.9,9.7,9.5,9.3,9.2,8.813,8.58,8.364,8.164,7.98,7.804,7.632,7.463,7.295,7.127,6.962,6.8,6.64,6.483,6.33,6.179,6.032,5.887,5.746,5.609,5.475,5.343,5.214,5.089,4.967,4.846,4.729,4.615,4.505,4.4,4.299,4.204,4.114,4.028,3.947,3.869,3.793,3.72,3.648,3.579,3.511,3.447,3.384,3.324,3.266,3.21,3.156,3.103,3.052,3.001,2.952,2.903,2.855,2.808,2.761,2.716,2.672,2.628,2.586,2.545,2.504,2.464,2.423,2.385,2.347,2.31,2.275,2.24,2.207,2.175,2.143,2.111,2.079,2.048,2.017,1.987,1.957,1.928,1.9,1.873,1.847,1.821,1.797,1.797
USSR,Child mortality (under age five),ussr,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,Child mortality (under age five),uzb,u5mr,381.44,381.419,381.398,381.377,381.355,381.334,381.313,381.292,381.271,381.25,381.228,381.207,381.186,381.165,381.144,381.123,381.102,381.08,381.059,381.038,381.017,380.996,380.975,380.954,380.933,380.911,380.89,380.869,380.848,380.827,380.806,380.785,380.764,380.742,380.721,380.7,380.679,380.658,380.637,380.616,380.595,380.573,380.552,380.531,380.51,380.489,380.468,380.447,380.426,380.405,380.384,380.362,380.341,380.32,380.299,380.278,380.257,380.236,380.215,380.194,380.173,380.152,380.13,380.109,380.088,380.067,380.046,380.025,380.004,379.983,379.962,379.941,379.92,379.899,379.877,379.856,379.835,379.814,379.793,379.772,379.751,379.73,379.709,379.688,379.667,379.646,379.625,379.604,379.583,379.562,379.54,379.519,379.498,379.477,379.456,379.435,379.414,379.393,379.372,379.351,379.33,376.018,372.735,369.481,366.255,363.057,359.888,356.746,353.631,350.544,347.483,344.449,341.442,338.461,335.506,332.577,329.673,326.795,323.942,321.113,318.31,315.531,312.776,310.045,307.338,304.655,301.995,299.358,296.745,294.154,291.586,287.888,281.875,275.983,270.209,264.552,259.009,253.579,248.257,243.044,237.935,232.93,228.027,223.223,218.516,213.904,209.386,204.96,200.624,196.376,192.214,190.967,188.464,185.942,183.402,180.843,178.267,175.674,173.065,170.444,167.815,165.18,162.544,159.91,157.281,154.644,151.979,149.286,146.578,143.881,141.247,138.737,136.392,134.223,132.229,130.395,128.691,127.053,125.41,123.7,115.9,108.6,101.9,95.7,90.1,85.3,81.1,77.7,75,73.2,72.3,72,71.9,71.7,71.2,70.5,69.7,68.6,67,65.2,63,60.4,57.7,54.8,52,49.3,46.6,44,41.3,38.7,36.3,34,31.7,29.6,27.6,25.8,24.1,24.781,24.335,23.872,23.373,22.834,22.286,21.749,21.228,20.727,20.251,19.802,19.38,18.983,18.608,18.251,17.905,17.565,17.228,16.89,16.552,16.216,15.882,15.552,15.225,14.903,14.586,14.275,13.97,13.671,13.378,13.092,12.809,12.532,12.26,11.991,11.728,11.468,11.214,10.963,10.715,10.469,10.228,9.991,9.76,9.539,9.327,9.127,8.941,8.768,8.609,8.462,8.326,8.2,8.08,7.965,7.854,7.746,7.638,7.532,7.426,7.321,7.218,7.117,7.018,6.921,6.825,6.732,6.64,6.55,6.461,6.373,6.286,6.199,6.114,6.03,5.947,5.866,5.787,5.709,5.633,5.56,5.488,5.419,5.419
Wallis et Futuna,Child mortality (under age five),wlf,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,Child mortality (under age five),vut,u5mr,426.24,423.856,421.485,419.127,416.783,414.451,412.133,409.827,407.535,405.255,402.988,400.734,398.492,396.263,394.047,391.842,389.651,387.471,385.304,383.148,381.005,378.874,376.754,374.647,372.551,370.467,368.395,366.334,364.285,362.247,360.221,358.206,356.202,354.21,352.228,350.258,348.299,346.35,344.413,342.486,340.57,338.665,336.771,334.887,333.014,331.151,329.299,327.457,325.625,323.803,321.992,320.191,318.4,316.619,314.848,313.086,311.335,309.594,307.862,306.14,304.427,302.724,301.031,299.347,297.673,296.007,294.352,292.705,291.068,289.44,287.82,286.21,284.609,283.017,281.434,279.86,278.294,276.738,275.19,273.65,272.12,270.597,269.084,267.579,266.082,264.593,263.113,261.641,260.178,258.723,257.275,255.836,254.405,252.982,251.567,250.16,248.76,247.369,245.985,244.609,243.241,241.88,240.527,239.182,237.844,236.513,235.19,233.875,232.566,231.265,229.972,228.685,227.406,226.134,224.869,223.611,222.36,221.117,219.88,218.65,217.427,216.21,215.001,213.798,212.602,211.413,210.23,209.054,207.885,206.722,205.566,204.633,203.704,202.78,201.859,200.942,200.029,199.12,198.215,197.314,196.417,195.523,194.634,193.748,192.866,191.988,191.114,190.243,189.376,188.513,187.654,185.529,181.3,177.9,174.4,171.2,167.8,164.5,161.2,157.6,153.7,149.7,145.4,140.7,136.1,131.5,126.7,121.7,117,112.2,107.8,103.5,99.3,95.2,91.3,87.7,84,80.4,76.5,72.4,68.1,63.8,59.4,55.2,51.3,47.6,44.4,41.6,39.2,37.2,35.5,34.1,32.8,31.8,31,30.4,29.9,34.2,29.3,29,28.7,28.5,28.3,28.2,28.3,28.4,28.5,28.7,28.8,29,29.2,29.3,29.3,29.1,28.7,28.2,27.6,26.698,26.014,25.362,24.734,24.126,23.537,22.963,22.403,21.853,21.315,20.789,20.279,19.786,19.313,18.862,18.434,18.029,17.646,17.28,16.929,16.588,16.254,15.926,15.599,15.276,14.959,14.649,14.348,14.055,13.773,13.501,13.24,12.988,12.743,12.504,12.269,12.037,11.806,11.579,11.357,11.142,10.935,10.737,10.547,10.364,10.189,10.018,9.851,9.687,9.525,9.367,9.21,9.056,8.904,8.754,8.606,8.461,8.318,8.178,8.039,7.904,7.77,7.64,7.512,7.386,7.263,7.143,7.025,6.91,6.797,6.686,6.578,6.472,6.368,6.266,6.166,6.07,5.975,5.884,5.795,5.708,5.624,5.543,5.543
Venezuela,Child mortality (under age five),ven,u5mr,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.89,414.88,414.84,414.78,414.67,414.51,414.28,413.99,413.63,413.21,412.72,412.17,411.55,410.87,410.13,409.32,408.45,407.54,406.6,405.64,404.66,403.69,402.72,401.74,400.77,399.8,398.82,397.85,378.63,360.339,342.931,326.364,310.597,295.592,281.312,267.722,254.789,242.48,253.24,258.339,263.54,256.73,218.46,212.85,214.72,222.2,209.1,190.33,188.45,177.18,165.95,180.93,147.43,152.95,149.27,145.6,132.98,106.8,117.4,112.3,107.5,103,98.6,94.4,90.5,86.8,83.5,80.6,77.8,75.5,73.6,71.9,70.3,68.9,67.5,66,64.4,62.6,60.7,58.8,57,55.3,53.5,51.8,49.9,48.1,46.1,44.2,42.3,40.6,39,37.6,36.3,35,33.6,32.3,30.9,29.7,28.6,27.8,27.3,26.8,26.2,25.5,24.5,23.5,27.6,21.7,21,20.3,19.8,19.2,18.5,17.9,17.5,17.2,17.1,17.1,17.1,17.1,17,16.8,16.6,16.3,15.788,15.389,14.988,14.589,14.194,13.811,13.446,13.098,12.772,12.467,12.18,11.909,11.651,11.402,11.161,10.927,10.696,10.467,10.242,10.02,9.802,9.592,9.389,9.194,9.008,8.832,8.663,8.503,8.352,8.209,8.075,7.946,7.823,7.704,7.588,7.474,7.361,7.25,7.139,7.029,6.923,6.82,6.721,6.627,6.537,6.45,6.366,6.285,6.206,6.127,6.05,5.973,5.895,5.819,5.742,5.668,5.593,5.522,5.452,5.386,5.32,5.257,5.196,5.136,5.076,5.017,4.957,4.897,4.836,4.776,4.715,4.655,4.595,4.536,4.48,4.424,4.37,4.318,4.268,4.219,4.172,4.128,4.084,4.084
Palestine,Child mortality (under age five),pse,u5mr,435.2,435.19,435.181,435.171,435.162,435.152,435.143,435.133,435.124,435.114,435.105,435.095,435.086,435.076,435.067,435.057,435.048,435.038,435.029,435.019,435.01,435,434.991,434.981,434.972,434.962,434.953,434.943,434.934,434.924,434.915,434.905,434.896,434.886,434.877,434.867,434.858,434.848,434.839,434.829,434.82,434.81,434.801,434.791,434.782,434.772,434.763,434.753,434.744,434.734,434.725,434.715,434.706,434.696,434.687,434.677,434.668,434.658,434.649,434.639,434.63,434.62,434.611,434.601,434.592,434.582,434.573,434.563,434.554,434.544,434.535,434.525,434.516,434.506,434.497,434.487,434.478,434.468,434.459,434.449,434.44,434.43,434.421,434.411,434.402,434.392,434.383,434.373,434.364,434.354,434.345,434.335,434.326,434.316,434.307,434.297,434.288,434.278,434.269,434.259,434.25,433.317,432.386,431.457,430.529,429.604,428.681,427.76,426.841,425.923,425.008,424.095,423.183,422.274,421.367,420.461,419.558,418.656,417.756,416.859,415.963,415.069,414.177,413.287,412.399,411.513,410.628,409.746,408.865,407.987,407.11,395.097,383.438,372.122,361.139,350.479,340.134,330.093,320.348,310.89,301.71,292.801,284.155,275.763,267.618,259.714,252.042,244.596,237.37,230.357,223.551,222.607,220.554,218.169,215.455,212.408,209.027,205.314,201.267,196.884,192.167,187.127,181.791,176.201,170.422,164.533,158.606,152.696,146.853,141.113,135.485,129.948,124.457,118.982,113.531,108.1,101.7,95.7,90.1,84.8,79.7,75,70.6,66.4,62.6,59,55.6,52.5,49.6,47,44.6,42.5,40.6,38.9,37.4,35.9,34.5,33.2,32,30.9,29.9,29,28.2,27.4,26.8,26.1,25.5,24.8,24.2,23.6,23,22.4,21.8,21.2,20.6,20,19.4,19.071,18.625,18.194,17.775,17.372,16.986,16.613,16.258,15.917,15.593,15.283,14.987,14.703,14.427,14.156,13.89,13.626,13.366,13.109,12.858,12.616,12.386,12.165,11.954,11.751,11.553,11.36,11.169,10.978,10.79,10.603,10.418,10.236,10.057,9.884,9.716,9.553,9.396,9.246,9.101,8.961,8.824,8.69,8.558,8.428,8.301,8.174,8.049,7.925,7.802,7.681,7.56,7.441,7.325,7.21,7.096,6.986,6.877,6.77,6.665,6.561,6.459,6.358,6.26,6.162,6.067,5.974,5.881,5.792,5.704,5.618,5.533,5.45,5.369,5.289,5.212,5.137,5.064,4.993,4.924,4.857,4.793,4.731,4.731
West Germany,Child mortality (under age five),deu_west,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,Child mortality (under age five),esh,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.74,329.416,324.799,320.244,315.75,311.317,306.945,302.632,298.375,294.17,290.013,285.895,281.81,277.748,273.7,269.727,265.911,262.246,258.656,255.012,251.073,246.565,241.312,235.229,228.322,220.684,212.492,204.025,195.539,187.186,179.031,171.053,163.19,155.442,147.899,140.724,134.089,128.088,122.753,118.066,113.948,110.271,106.846,103.504,100.145,96.693,93.123,89.492,85.85,82.21,78.592,75.022,71.531,68.145,64.88,61.737,58.703,55.765,52.922,50.193,47.609,45.21,43.023,41.057,39.308,37.761,36.388,35.147,33.997,32.912,31.874,30.878,29.931,29.038,28.191,27.385,26.617,25.886,25.191,24.526,23.89,23.282,22.701,22.145,21.611,21.096,20.594,20.106,19.63,19.165,18.714,18.281,17.868,17.477,17.107,16.755,16.418,16.091,15.771,15.456,15.144,14.836,14.534,14.24,13.954,13.677,13.411,13.154,12.908,12.67,12.441,12.219,12.003,11.791,11.583,11.377,11.173,10.97,10.769,10.572,10.379,10.193,10.016,9.847,9.687,9.534,9.388,9.244,9.103,8.961,8.82,8.677,8.536,8.395,8.256,8.119,7.984,7.851,7.721,7.595,7.471,7.35,7.232,7.116,7.002,6.891,6.782,6.675,6.57,6.468,6.468
Vietnam,Child mortality (under age five),vnm,u5mr,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.42,417.39,417.33,417.22,417.05,416.83,416.53,416.17,415.75,415.26,414.7,414.08,413.4,412.65,411.83,410.96,410.05,409.1,408.13,407.15,406.17,405.19,404.21,403.23,402.25,401.27,400.29,399.31,398.33,397.35,396.38,395.4,394.42,393.44,392.46,391.48,390.5,383.805,378.348,371.778,365.285,359.978,353.608,335.558,317.175,300.505,283.58,268.215,252.554,238.397,223.94,210.853,197.524,185.445,173.147,162.031,153.475,150.256,143.945,137.889,132.088,126.54,121.24,116.185,111.368,106.773,102.383,98.187,94.182,90.376,86.8,85.9,85.2,84.3,83.6,82.8,82,81.1,80.1,79,77.7,76.3,74.7,73.1,71.4,69.7,68,66.4,64.9,63.5,62.2,60.8,59.3,57.5,55.5,53.3,51,48.6,46.1,43.7,41.3,39,36.9,34.9,33.1,31.4,30,28.8,27.7,26.8,26,25.3,24.8,24.3,23.9,23.6,23.3,23.1,22.8,22.6,22.3,22,21.6,20.743,20.162,19.616,19.104,18.628,18.18,17.76,17.36,16.981,16.617,16.268,15.931,15.603,15.282,14.966,14.658,14.357,14.063,13.776,13.495,13.221,12.957,12.699,12.451,12.211,11.98,11.756,11.54,11.331,11.128,10.93,10.736,10.546,10.36,10.176,9.996,9.819,9.645,9.474,9.307,9.143,8.983,8.827,8.673,8.523,8.377,8.234,8.093,7.955,7.819,7.685,7.552,7.42,7.289,7.162,7.037,6.914,6.795,6.677,6.563,6.45,6.338,6.228,6.119,6.013,5.911,5.811,5.714,5.62,5.529,5.44,5.352,5.266,5.181,5.097,5.013,4.929,4.847,4.766,4.686,4.605,4.526,4.448,4.448
Virgin Islands (U.S.),Child mortality (under age five),vir,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.418,84.81,79.819,75.281,71.195,67.559,64.362,61.586,59.196,57.135,55.332,53.71,52.18,50.667,49.118,47.506,45.835,44.157,42.512,40.91,39.358,37.861,36.418,35.031,33.707,32.457,31.293,30.216,29.219,28.294,27.419,26.572,25.734,24.891,24.038,23.181,22.331,21.509,20.73,19.999,19.316,18.678,18.075,17.498,16.947,16.421,15.921,15.45,15.011,14.604,14.232,13.899,13.603,13.339,13.098,12.868,12.634,12.388,12.124,11.84,11.542,11.239,10.945,10.669,10.417,10.189,9.983,9.792,9.61,9.435,9.263,9.095,8.93,8.768,8.609,8.452,8.297,8.145,7.995,7.848,7.703,7.561,7.422,7.285,7.15,7.018,6.89,6.763,6.64,6.52,6.403,6.289,6.179,6.072,5.969,5.869,5.773,5.679,5.587,5.498,5.41,5.324,5.24,5.157,5.076,4.996,4.919,4.843,4.769,4.697,4.627,4.558,4.49,4.422,4.355,4.288,4.222,4.156,4.092,4.028,3.965,3.903,3.842,3.781,3.722,3.662,3.604,3.547,3.491,3.435,3.381,3.327,3.273,3.221,3.168,3.117,3.065,3.014,2.964,2.915,2.866,2.818,2.771,2.725,2.679,2.635,2.591,2.548,2.506,2.465,2.465
North Yemen (former),Child mortality (under age five),yem_north,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Yemen (former),Child mortality (under age five),yem_south,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,Child mortality (under age five),yem,u5mr,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.44,540.42,540.38,540.3,540.16,539.94,539.65,539.27,538.8,538.25,537.62,536.9,536.1,535.21,534.24,533.18,532.05,530.87,529.64,528.39,527.12,525.85,524.58,523.32,522.05,520.78,519.51,518.24,516.98,515.71,514.44,513.17,511.9,510.63,509.37,508.1,506.83,505.56,500.646,495.76,490.882,486.023,481.182,476.36,471.555,466.779,462.011,457.262,452.531,447.819,443.134,438.458,433.801,429.162,424.541,419.938,415.363,410.797,409.891,408.414,407.606,407.47,407.974,409.007,410.421,411.922,413.007,413.095,411.598,407.968,401.9,393.5,384.3,373.8,362.5,350.5,338.2,325.7,313.6,302.1,291.1,280.1,268.7,256.8,244.5,232,219.5,207,194.6,182.9,172,162.1,153.5,146.2,140,134.7,129.9,125.8,122.3,119.2,116.5,114.1,111.9,109.6,106.9,103.5,99.6,95.1,90.5,85.8,81.3,76.9,72.7,68.6,64.8,61.3,58.3,56.3,55.5,55.3,55.3,55.3,55.3,55.3,52.975,51.875,50.805,49.75,48.7,47.653,46.61,45.57,44.531,43.499,42.482,41.487,40.517,39.577,38.667,37.788,36.936,36.11,35.309,34.531,33.773,33.032,32.307,31.594,30.893,30.202,29.525,28.86,28.211,27.581,26.971,26.384,25.816,25.267,24.731,24.205,23.686,23.172,22.659,22.148,21.64,21.139,20.648,20.174,19.723,19.299,18.906,18.54,18.198,17.878,17.568,17.264,16.96,16.654,16.345,16.034,15.723,15.414,15.107,14.804,14.506,14.214,13.929,13.65,13.376,13.106,12.84,12.578,12.32,12.065,11.815,11.571,11.332,11.098,10.869,10.644,10.424,10.207,9.993,9.784,9.577,9.373,9.173,9.173
